task_id,symbol,month,horizon,model,control_seed,feature,normalized_gain
75f9142bdf4cf26d6783cada30d1f30dc5054ab49d14e75351b024224f1d3184,PEKAO,2017-11,20,xgboost,,ofi_l1_norm,0.11294975607767224
75f9142bdf4cf26d6783cada30d1f30dc5054ab49d14e75351b024224f1d3184,PEKAO,2017-11,20,xgboost,,spread_bps,0.04948427085755176
75f9142bdf4cf26d6783cada30d1f30dc5054ab49d14e75351b024224f1d3184,PEKAO,2017-11,20,xgboost,,top_imbalance,0.47857869964560523
ade448d0ab6679ccf89e3f9ae0e8bbfe54306c46a87f4d363da007c65d404612,PEKAO,2017-11,50,xgboost,,depth_imbalance,0.04272584796832876
ade448d0ab6679ccf89e3f9ae0e8bbfe54306c46a87f4d363da007c65d404612,PEKAO,2017-11,50,xgboost,,microprice_minus_mid_bps,0.2714062165230605
ade448d0ab6679ccf89e3f9ae0e8bbfe54306c46a87f4d363da007c65d404612,PEKAO,2017-11,50,xgboost,,ofi_l1_norm,0.13978630341902717
ade448d0ab6679ccf89e3f9ae0e8bbfe54306c46a87f4d363da007c65d404612,PEKAO,2017-11,50,xgboost,,spread_bps,0.04488888061140312
ade448d0ab6679ccf89e3f9ae0e8bbfe54306c46a87f4d363da007c65d404612,PEKAO,2017-11,50,xgboost,,top_imbalance,0.5011927514781804
035558a40125d6f7f7a010c3ea542ecbeb7b6724504fff5ffa4320439162c108,PKNORLEN,2017-04,10,xgboost,,depth_imbalance,0.04632820799575926
035558a40125d6f7f7a010c3ea542ecbeb7b6724504fff5ffa4320439162c108,PKNORLEN,2017-04,10,xgboost,,microprice_minus_mid_bps,0.2001334499211944
035558a40125d6f7f7a010c3ea542ecbeb7b6724504fff5ffa4320439162c108,PKNORLEN,2017-04,10,xgboost,,ofi_l1_norm,0.18185571854155977
035558a40125d6f7f7a010c3ea542ecbeb7b6724504fff5ffa4320439162c108,PKNORLEN,2017-04,10,xgboost,,spread_bps,0.08343059951461722
035558a40125d6f7f7a010c3ea542ecbeb7b6724504fff5ffa4320439162c108,PKNORLEN,2017-04,10,xgboost,,top_imbalance,0.48825202402686935
7becbbe0eb0cc0109844fbb39b09605a90dbfb48f27be5a0671241436fb03477,PKNORLEN,2017-04,20,xgboost,,depth_imbalance,0.04337857957193712
7becbbe0eb0cc0109844fbb39b09605a90dbfb48f27be5a0671241436fb03477,PKNORLEN,2017-04,20,xgboost,,microprice_minus_mid_bps,0.3233967073939271
7becbbe0eb0cc0109844fbb39b09605a90dbfb48f27be5a0671241436fb03477,PKNORLEN,2017-04,20,xgboost,,ofi_l1_norm,0.1836833152196094
7becbbe0eb0cc0109844fbb39b09605a90dbfb48f27be5a0671241436fb03477,PKNORLEN,2017-04,20,xgboost,,spread_bps,0.06991612717576645
7becbbe0eb0cc0109844fbb39b09605a90dbfb48f27be5a0671241436fb03477,PKNORLEN,2017-04,20,xgboost,,top_imbalance,0.3796252706387599
17fc9f08dcf5953ee3260bb1546dcff5ea5653efeea2c76defbcde9088b5b74f,PKNORLEN,2017-04,50,xgboost,,depth_imbalance,0.04812131264971263
17fc9f08dcf5953ee3260bb1546dcff5ea5653efeea2c76defbcde9088b5b74f,PKNORLEN,2017-04,50,xgboost,,microprice_minus_mid_bps,0.3245806477914678
